table_catalog,table_schema,table_name,column_name,data_type,character_maximum_length,is_nullable,column_default
postgres,public,tributes,last_modified_date,timestamp without time zone,null,YES,null
postgres,public,users,id,integer,null,NO,nextval('users_id_seq'::regclass)
postgres,public,users,username,text,null,NO,null
postgres,public,users,full_name,text,null,YES,null
postgres,public,users,email,text,null,YES,null
postgres,public,users,role,text,null,YES,null
postgres,public,users,is_active,boolean,null,YES,true
postgres,public,users,created_date,timestamp without time zone,null,YES,CURRENT_TIMESTAMP
postgres,public,users,last_login_date,timestamp without time zone,null,YES,null
postgres,public,wallet_items,id,integer,null,NO,nextval('wallet_items_id_seq'::regclass)
postgres,public,wallet_items,account_number,integer,null,YES,null
postgres,public,wallet_items,payment_method_type,text,null,YES,null
postgres,public,wallet_items,payment_method_reference,text,null,YES,null
postgres,public,wallet_items,is_default,boolean,null,YES,false
postgres,public,wallet_items,is_active,boolean,null,YES,true
postgres,public,wallet_items,created_date,timestamp without time zone,null,YES,null
postgres,public,wallet_items,last_modified_date,timestamp without time zone,null,YES,null
postgres,realtime,messages,topic,text,null,NO,null
postgres,realtime,messages,extension,text,null,NO,null
postgres,realtime,messages,payload,jsonb,null,YES,null
postgres,realtime,messages,event,text,null,YES,null
postgres,realtime,messages,private,boolean,null,YES,false
postgres,realtime,messages,updated_at,timestamp without time zone,null,NO,now()
postgres,realtime,messages,inserted_at,timestamp without time zone,null,NO,now()
postgres,realtime,messages,id,uuid,null,NO,gen_random_uuid()
postgres,realtime,schema_migrations,version,bigint,null,NO,null
postgres,realtime,schema_migrations,inserted_at,timestamp without time zone,null,YES,null
postgres,realtime,subscription,id,bigint,null,NO,null
postgres,realtime,subscription,subscription_id,uuid,null,NO,null
postgres,realtime,subscription,entity,regclass,null,NO,null
postgres,realtime,subscription,filters,ARRAY,null,NO,'{}'::realtime.user_defined_filter[]
postgres,realtime,subscription,claims,jsonb,null,NO,null
postgres,realtime,subscription,claims_role,regrole,null,NO,null
postgres,realtime,subscription,created_at,timestamp without time zone,null,NO,"timezone('utc'::text, now())"
postgres,storage,buckets,id,text,null,NO,null
postgres,storage,buckets,name,text,null,NO,null
postgres,storage,buckets,owner,uuid,null,YES,null
postgres,storage,buckets,created_at,timestamp with time zone,null,YES,now()
postgres,storage,buckets,updated_at,timestamp with time zone,null,YES,now()
postgres,storage,buckets,public,boolean,null,YES,false
postgres,storage,buckets,avif_autodetection,boolean,null,YES,false
postgres,storage,buckets,file_size_limit,bigint,null,YES,null
postgres,storage,buckets,allowed_mime_types,ARRAY,null,YES,null
postgres,storage,buckets,owner_id,text,null,YES,null
postgres,storage,migrations,id,integer,null,NO,null
postgres,storage,migrations,name,character varying,100,NO,null
postgres,storage,migrations,hash,character varying,40,NO,null
postgres,storage,migrations,executed_at,timestamp without time zone,null,YES,CURRENT_TIMESTAMP
postgres,storage,objects,id,uuid,null,NO,gen_random_uuid()
postgres,storage,objects,bucket_id,text,null,YES,null
postgres,storage,objects,name,text,null,YES,null
postgres,storage,objects,owner,uuid,null,YES,null
postgres,storage,objects,created_at,timestamp with time zone,null,YES,now()
postgres,storage,objects,updated_at,timestamp with time zone,null,YES,now()
postgres,storage,objects,last_accessed_at,timestamp with time zone,null,YES,now()
postgres,storage,objects,metadata,jsonb,null,YES,null
postgres,storage,objects,path_tokens,ARRAY,null,YES,null
postgres,storage,objects,version,text,null,YES,null
postgres,storage,objects,owner_id,text,null,YES,null
postgres,storage,objects,user_metadata,jsonb,null,YES,null
postgres,storage,s3_multipart_uploads,id,text,null,NO,null
postgres,storage,s3_multipart_uploads,in_progress_size,bigint,null,NO,0
postgres,storage,s3_multipart_uploads,upload_signature,text,null,NO,null
postgres,storage,s3_multipart_uploads,bucket_id,text,null,NO,null
postgres,storage,s3_multipart_uploads,key,text,null,NO,null
postgres,storage,s3_multipart_uploads,version,text,null,NO,null
postgres,storage,s3_multipart_uploads,owner_id,text,null,YES,null
postgres,storage,s3_multipart_uploads,created_at,timestamp with time zone,null,NO,now()
postgres,storage,s3_multipart_uploads,user_metadata,jsonb,null,YES,null
postgres,storage,s3_multipart_uploads_parts,id,uuid,null,NO,gen_random_uuid()
postgres,storage,s3_multipart_uploads_parts,upload_id,text,null,NO,null
postgres,storage,s3_multipart_uploads_parts,size,bigint,null,NO,0
postgres,storage,s3_multipart_uploads_parts,part_number,integer,null,NO,null
postgres,storage,s3_multipart_uploads_parts,bucket_id,text,null,NO,null
postgres,storage,s3_multipart_uploads_parts,key,text,null,NO,null
postgres,storage,s3_multipart_uploads_parts,etag,text,null,NO,null
postgres,storage,s3_multipart_uploads_parts,owner_id,text,null,YES,null
postgres,storage,s3_multipart_uploads_parts,version,text,null,NO,null
postgres,storage,s3_multipart_uploads_parts,created_at,timestamp with time zone,null,NO,now()
postgres,vault,decrypted_secrets,id,uuid,null,YES,null
postgres,vault,decrypted_secrets,name,text,null,YES,null
postgres,vault,decrypted_secrets,description,text,null,YES,null
postgres,vault,decrypted_secrets,secret,text,null,YES,null
postgres,vault,decrypted_secrets,decrypted_secret,text,null,YES,null
postgres,vault,decrypted_secrets,key_id,uuid,null,YES,null
postgres,vault,decrypted_secrets,nonce,bytea,null,YES,null
postgres,vault,decrypted_secrets,created_at,timestamp with time zone,null,YES,null
postgres,vault,decrypted_secrets,updated_at,timestamp with time zone,null,YES,null
postgres,vault,secrets,id,uuid,null,NO,gen_random_uuid()
postgres,vault,secrets,name,text,null,YES,null
postgres,vault,secrets,description,text,null,NO,''::text
postgres,vault,secrets,secret,text,null,NO,null
postgres,vault,secrets,key_id,uuid,null,YES,null
postgres,vault,secrets,nonce,bytea,null,YES,vault._crypto_aead_det_noncegen()
postgres,vault,secrets,created_at,timestamp with time zone,null,NO,CURRENT_TIMESTAMP
postgres,vault,secrets,updated_at,timestamp with time zone,null,NO,CURRENT_TIMESTAMP
